ExistingProtection,Occupation,Budget,Gender,WorkingYear,Plan
"N","金融",59100,1,5,"投資計劃"
"N","金融",60450,1,5,"投資計劃"
"N","金融",52100,0,3,"投資計劃"
"N","金融",60550,1,3,"投資計劃"
"N","金融",64050,0,5,"投資計劃"
"N","金融",43550,0,7,"投資計劃"
"N","金融",41400,1,9,"投資計劃"
"N","金融",61700,1,7,"投資計劃"
"N","金融",38450,0,9,"投資計劃"
"N","金融",58850,0,7,"投資計劃"
"N","金融",62800,0,7,"投資計劃"
"N","金融",51950,1,9,"投資計劃"
"N","金融",44750,0,3,"投資計劃"
"N","金融",43750,1,7,"投資計劃"
"N","金融",56950,1,9,"投資計劃"
"N","金融",45350,1,5,"投資計劃"
"N","金融",40950,0,5,"投資計劃"
"N","金融",40000,1,3,"投資計劃"
"N","金融",56050,0,7,"投資計劃"
"N","金融",42350,1,5,"投資計劃"
"N","金融",66950,0,5,"投資計劃"
"N","金融",61250,0,7,"投資計劃"
"N","金融",39900,0,7,"投資計劃"
"N","金融",48900,0,9,"投資計劃"
"N","金融",51950,1,9,"投資計劃"
"N","金融",57100,1,3,"投資計劃"
"N","金融",47350,0,7,"投資計劃"
"N","金融",46350,0,5,"投資計劃"
"N","金融",46250,0,3,"投資計劃"
"N","金融",42500,0,7,"投資計劃"
"N","金融",67800,0,3,"投資計劃"
"N","金融",44150,0,7,"投資計劃"
"N","金融",67600,0,7,"投資計劃"
"N","金融",66950,0,7,"投資計劃"
"N","金融",46800,0,9,"投資計劃"
"N","金融",65300,1,5,"投資計劃"
"N","金融",64500,1,3,"投資計劃"
"N","金融",43800,1,7,"投資計劃"
"N","金融",63550,1,3,"投資計劃"
"N","金融",62200,1,9,"投資計劃"
"N","金融",65500,1,7,"投資計劃"
"N","金融",55300,1,9,"投資計劃"
"N","金融",64200,0,9,"投資計劃"
"N","金融",43000,1,7,"投資計劃"
"N","金融",61100,0,7,"投資計劃"
"N","金融",66500,1,5,"投資計劃"
"N","金融",43150,1,3,"投資計劃"
"N","金融",53450,0,9,"投資計劃"
"N","金融",51250,0,7,"投資計劃"
"N","金融",43550,0,5,"投資計劃"
"N","金融",42500,0,7,"投資計劃"
"N","金融",52700,0,9,"投資計劃"
"N","金融",57850,1,5,"投資計劃"
"N","金融",47300,0,3,"投資計劃"
"N","金融",47450,1,5,"投資計劃"
"N","金融",38550,1,3,"投資計劃"
"N","金融",48950,1,5,"投資計劃"
"N","金融",40300,0,9,"投資計劃"
"N","金融",48150,0,9,"投資計劃"
"N","金融",57100,1,9,"投資計劃"
"N","金融",43700,1,9,"投資計劃"
"N","金融",45450,1,9,"投資計劃"
"N","金融",46550,1,3,"投資計劃"
"N","金融",54850,1,7,"投資計劃"
"N","金融",40200,1,7,"投資計劃"
"N","金融",40800,1,7,"投資計劃"
"N","金融",54300,0,7,"投資計劃"
"N","金融",66950,0,5,"投資計劃"
"N","金融",40750,1,7,"投資計劃"
"N","金融",56300,1,9,"投資計劃"
"N","金融",64500,0,3,"投資計劃"
"N","金融",43500,0,3,"投資計劃"
"N","金融",53350,1,3,"投資計劃"
"N","金融",59450,1,7,"投資計劃"
"N","金融",50000,1,3,"投資計劃"
"N","金融",62750,1,7,"投資計劃"
"N","金融",65150,1,3,"投資計劃"
"N","金融",52350,0,5,"投資計劃"
"N","金融",65500,0,5,"投資計劃"
"N","金融",63900,1,5,"投資計劃"
"N","金融",61000,0,5,"投資計劃"
"N","金融",60550,0,3,"投資計劃"
"N","金融",56950,1,3,"投資計劃"
"N","金融",45250,1,3,"投資計劃"
"N","金融",57000,1,3,"投資計劃"
"N","金融",60700,0,9,"投資計劃"
"N","金融",66150,1,5,"投資計劃"
"N","金融",39400,0,3,"投資計劃"
"N","金融",40500,1,5,"投資計劃"
"N","金融",56150,0,3,"投資計劃"
"N","金融",63400,1,5,"投資計劃"
"N","金融",55500,1,7,"投資計劃"
"N","金融",54150,0,5,"投資計劃"
"N","金融",40100,0,5,"投資計劃"
"N","金融",45450,0,3,"投資計劃"
"N","金融",41850,1,3,"投資計劃"
"N","金融",49400,1,7,"投資計劃"
"N","金融",62600,0,3,"投資計劃"
"N","金融",44000,1,5,"投資計劃"
"N","金融",52450,0,3,"投資計劃"
"N","金融",43300,1,7,"投資計劃"
"N","金融",55200,0,3,"投資計劃"
"N","金融",63600,1,9,"投資計劃"
"N","金融",58950,0,5,"投資計劃"
"N","金融",53800,0,3,"投資計劃"
"N","金融",39100,1,9,"投資計劃"
"N","金融",64100,1,5,"投資計劃"
"N","金融",63200,1,5,"投資計劃"
"N","金融",59900,1,3,"投資計劃"
"N","金融",67800,0,5,"投資計劃"
"N","金融",53500,0,3,"投資計劃"
"N","金融",54150,0,9,"投資計劃"
"N","金融",38550,1,5,"投資計劃"
"N","金融",38500,0,5,"投資計劃"
"N","金融",59250,1,5,"投資計劃"
"N","金融",47600,0,7,"投資計劃"
"N","金融",39350,1,3,"投資計劃"
"N","金融",52350,0,9,"投資計劃"
"N","金融",67250,0,7,"投資計劃"
"N","金融",41250,1,7,"投資計劃"
"N","金融",66400,1,3,"投資計劃"
"N","金融",54550,1,3,"投資計劃"
"N","金融",52900,0,9,"投資計劃"
"N","金融",66550,0,5,"投資計劃"
"N","金融",56050,1,3,"投資計劃"
"N","金融",39200,1,3,"投資計劃"
"N","金融",54800,0,7,"投資計劃"
"N","金融",53050,0,5,"投資計劃"
"N","金融",38950,1,5,"投資計劃"
"N","金融",40300,0,5,"投資計劃"
"N","金融",43050,1,5,"投資計劃"
"N","金融",59250,0,5,"投資計劃"
"N","金融",62600,1,5,"投資計劃"
"N","金融",44950,0,5,"投資計劃"
"N","金融",60100,1,3,"投資計劃"
"N","金融",61550,1,9,"投資計劃"
"N","金融",43750,1,3,"投資計劃"
"N","金融",42600,0,5,"投資計劃"
"N","金融",48650,0,9,"投資計劃"
"N","金融",45750,1,3,"投資計劃"
"N","金融",62650,1,5,"投資計劃"
"N","金融",50000,0,5,"投資計劃"
"N","金融",42150,1,5,"投資計劃"
"N","金融",52850,0,5,"投資計劃"
"N","金融",61500,0,5,"投資計劃"
"N","金融",62300,0,9,"投資計劃"
"N","金融",46500,0,7,"投資計劃"
"N","金融",49350,0,5,"投資計劃"
"N","金融",59750,0,9,"投資計劃"
"N","金融",47700,0,5,"投資計劃"
"N","金融",41750,1,9,"投資計劃"
"N","金融",56600,0,5,"投資計劃"
"N","金融",47200,0,9,"投資計劃"
"N","金融",61250,0,5,"投資計劃"
"N","金融",52850,0,5,"投資計劃"
"N","金融",56350,0,3,"投資計劃"
"N","金融",41950,0,7,"投資計劃"
"N","金融",61750,0,7,"投資計劃"
"N","金融",43000,0,9,"投資計劃"
"N","金融",49400,0,9,"投資計劃"
"N","金融",52250,1,7,"投資計劃"
"N","金融",42950,1,9,"投資計劃"
"N","金融",50650,0,9,"投資計劃"
"N","金融",50850,1,5,"投資計劃"
"N","金融",59950,1,9,"投資計劃"
"N","金融",44750,1,5,"投資計劃"
"N","金融",41800,1,3,"投資計劃"
"N","金融",48400,0,3,"投資計劃"
"N","金融",53850,1,7,"投資計劃"
"N","金融",56350,1,9,"投資計劃"
"N","金融",57650,0,3,"投資計劃"
"N","金融",40200,0,9,"投資計劃"
"N","金融",50350,0,9,"投資計劃"
"N","金融",39400,0,5,"投資計劃"
"N","金融",48900,1,3,"投資計劃"
"N","金融",62850,0,7,"投資計劃"
"N","金融",50200,1,7,"投資計劃"
"N","金融",51650,1,9,"投資計劃"
"N","金融",64300,0,7,"投資計劃"
"N","金融",56850,1,5,"投資計劃"
"N","金融",48200,0,9,"投資計劃"
"N","金融",59350,0,5,"投資計劃"
"N","金融",61050,0,7,"投資計劃"
"N","金融",46750,1,3,"投資計劃"
"N","金融",50650,0,7,"投資計劃"
"N","金融",49600,1,3,"投資計劃"
"N","金融",63550,0,5,"投資計劃"
"N","金融",60200,0,9,"投資計劃"
"N","金融",42950,0,7,"投資計劃"
"N","金融",61500,1,7,"投資計劃"
"N","金融",60650,0,9,"投資計劃"
"N","金融",41850,1,9,"投資計劃"
"N","金融",47950,1,9,"投資計劃"
"N","金融",45500,1,7,"投資計劃"
"N","金融",55750,1,9,"投資計劃"
"N","金融",41200,0,7,"投資計劃"
"N","金融",50750,0,5,"投資計劃"
"N","金融",48250,0,5,"投資計劃"
"N","金融",45250,0,7,"投資計劃"
"N","金融",41850,1,9,"投資計劃"
"N","金融",52450,0,5,"投資計劃"
"N","金融",56450,1,3,"投資計劃"
"N","金融",52250,0,3,"投資計劃"
"N","金融",52550,1,9,"投資計劃"
"N","金融",55400,0,3,"投資計劃"
"N","金融",67050,0,9,"投資計劃"
"N","金融",42050,0,7,"投資計劃"
"N","金融",44600,0,7,"投資計劃"
"N","金融",52100,0,5,"投資計劃"
"N","金融",46700,1,9,"投資計劃"
"N","金融",46200,1,5,"投資計劃"
"N","金融",49550,1,3,"投資計劃"
"N","金融",65400,1,7,"投資計劃"
"N","金融",44300,0,9,"投資計劃"
"N","金融",51400,1,9,"投資計劃"
"N","金融",62300,0,9,"投資計劃"
"N","金融",53650,1,7,"投資計劃"
"N","金融",49450,1,9,"投資計劃"
"N","金融",53600,0,9,"投資計劃"
"N","金融",62600,0,7,"投資計劃"
"N","金融",55850,1,7,"投資計劃"
"N","金融",45350,0,7,"投資計劃"
"N","金融",62350,1,4,"投資計劃"
"N","金融",59550,1,7,"投資計劃"
"N","金融",46300,1,7,"投資計劃"
"N","金融",50150,1,7,"投資計劃"
"N","金融",56550,0,7,"投資計劃"
"N","金融",42900,0,4,"投資計劃"
"N","金融",43150,1,7,"投資計劃"
"N","金融",39100,1,7,"投資計劃"
"N","金融",56400,1,4,"投資計劃"
"N","金融",60800,0,4,"投資計劃"
"N","金融",42800,1,4,"投資計劃"
"N","金融",58650,0,7,"投資計劃"
"N","金融",66000,1,7,"投資計劃"
"N","金融",58300,0,7,"投資計劃"
"N","金融",40050,1,4,"投資計劃"
"N","金融",42300,1,7,"投資計劃"
"N","金融",62150,0,4,"投資計劃"
"N","金融",47750,0,7,"投資計劃"
"N","金融",38500,1,4,"投資計劃"
"N","金融",67750,1,4,"投資計劃"
"N","金融",47050,0,4,"投資計劃"
"N","金融",43850,0,7,"投資計劃"
"N","金融",49800,1,7,"投資計劃"
"N","金融",48900,0,4,"投資計劃"
"N","金融",38450,1,4,"投資計劃"
"N","金融",60050,0,7,"投資計劃"
"N","金融",44850,0,4,"投資計劃"
"N","金融",55050,1,4,"投資計劃"
"N","金融",67100,0,7,"投資計劃"
"N","金融",44550,0,7,"投資計劃"
"N","金融",63900,0,4,"投資計劃"
"N","金融",63450,1,4,"投資計劃"
"N","金融",58600,0,7,"投資計劃"
"N","金融",55350,1,4,"投資計劃"
"N","金融",42800,1,4,"投資計劃"
"N","金融",59000,1,7,"投資計劃"
"N","金融",38450,1,7,"投資計劃"
"N","金融",38600,0,4,"投資計劃"
"N","金融",56600,0,7,"投資計劃"
"N","金融",64350,1,4,"投資計劃"
"N","金融",48900,1,4,"投資計劃"
"N","金融",63350,1,4,"投資計劃"
"N","金融",38600,0,7,"投資計劃"
"N","金融",38550,0,4,"投資計劃"
"N","金融",56250,1,4,"投資計劃"
"N","金融",64500,1,7,"投資計劃"
"N","金融",44450,0,4,"投資計劃"
"N","金融",51200,0,4,"投資計劃"
"N","金融",55300,1,7,"投資計劃"
"N","金融",60850,1,7,"投資計劃"
"N","金融",57350,0,7,"投資計劃"
"N","金融",56150,0,4,"投資計劃"
"N","金融",44750,0,7,"投資計劃"
"N","金融",50650,1,7,"投資計劃"
"N","金融",67500,1,7,"投資計劃"
"N","金融",42350,1,7,"投資計劃"
"N","金融",53000,0,4,"投資計劃"
"N","金融",51250,1,7,"投資計劃"
"N","金融",52800,1,7,"投資計劃"
"N","金融",98950,0,4,"投資計劃"
"N","金融",94800,1,7,"投資計劃"
"N","金融",93500,1,4,"投資計劃"
"N","金融",132200,0,7,"投資計劃"
"N","金融",104000,0,4,"投資計劃"
"N","金融",88750,0,4,"投資計劃"
"N","金融",110700,0,7,"投資計劃"
"N","金融",93750,1,4,"投資計劃"
"N","金融",86000,1,4,"投資計劃"
"N","金融",94850,0,7,"投資計劃"
"N","金融",87950,0,7,"投資計劃"
"N","金融",116750,1,7,"投資計劃"
"N","金融",107550,0,7,"投資計劃"
"N","金融",103400,0,4,"投資計劃"
"N","金融",128650,0,7,"投資計劃"
"N","金融",80300,1,4,"投資計劃"
"N","金融",111400,0,4,"投資計劃"
"N","金融",90900,1,7,"投資計劃"
"N","金融",132600,0,7,"投資計劃"
"N","金融",82450,1,7,"投資計劃"
"N","金融",120000,0,4,"投資計劃"
"N","金融",87850,1,7,"投資計劃"
"N","金融",80050,0,4,"投資計劃"
"N","金融",93550,0,7,"投資計劃"
"N","金融",93800,1,4,"投資計劃"
"N","金融",139850,0,7,"投資計劃"
"N","金融",118300,1,4,"投資計劃"
"N","金融",78150,1,4,"投資計劃"
"N","金融",93050,0,7,"投資計劃"
"N","金融",89150,0,4,"投資計劃"
"N","金融",133900,1,4,"投資計劃"
"N","金融",134950,1,4,"投資計劃"
"N","金融",110650,1,4,"投資計劃"
"N","金融",90700,1,4,"投資計劃"
"N","金融",118600,0,7,"投資計劃"
"N","金融",111950,1,7,"投資計劃"
"N","金融",88700,0,7,"投資計劃"
"N","金融",90050,1,7,"投資計劃"
"N","金融",127850,1,7,"投資計劃"
"N","金融",113900,0,4,"投資計劃"
"N","金融",84350,0,7,"投資計劃"
"N","金融",102900,1,7,"投資計劃"
"N","金融",126500,0,7,"投資計劃"
"N","金融",129800,1,4,"投資計劃"
"N","金融",134850,0,7,"投資計劃"
"N","金融",96150,1,4,"投資計劃"
"N","金融",121250,1,4,"投資計劃"
"N","金融",111100,1,4,"投資計劃"
"N","金融",81100,0,7,"投資計劃"
"N","金融",113150,1,4,"投資計劃"
"N","金融",128450,1,7,"投資計劃"
"N","金融",139650,1,4,"投資計劃"
"N","建築",131550,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",128350,0,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",146300,0,2,"儲蓄計劃"
"N","建築",116450,1,2,"儲蓄計劃"
"N","建築",130750,1,2,"儲蓄計劃"
"N","建築",148050,0,2,"儲蓄計劃"
"N","建築",127000,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",123450,1,2,"儲蓄計劃"
"N","建築",116400,0,2,"儲蓄計劃"
"N","建築",133900,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",138150,1,2,"儲蓄計劃"
"N","建築",137550,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",108150,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",113050,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",118200,1,2,"儲蓄計劃"
"N","建築",146350,1,2,"儲蓄計劃"
"N","建築",143400,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",134650,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",128550,0,2,"儲蓄計劃"
"N","建築",136200,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",109350,0,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",130400,0,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",145900,1,2,"儲蓄計劃"
"N","建築",120800,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",147350,1,2,"儲蓄計劃"
"N","建築",129500,1,2,"儲蓄計劃"
"N","建築",131700,0,2,"儲蓄計劃"
"N","建築",146300,0,2,"儲蓄計劃"
"N","建築",107000,0,2,"儲蓄計劃"
"N","建築",131450,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",132050,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",125400,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",115750,0,2,"儲蓄計劃"
"N","建築",142550,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",121700,1,2,"儲蓄計劃"
"N","建築",140500,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",136950,0,2,"儲蓄計劃"
"N","建築",149200,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",144100,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",127300,1,2,"儲蓄計劃"
"N","建築",131300,1,2,"儲蓄計劃"
"N","建築",110750,0,2,"儲蓄計劃"
"N","建築",131300,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",143800,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",109800,1,2,"儲蓄計劃"
"N","建築",119050,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",146450,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",103400,0,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",123500,1,2,"儲蓄計劃"
"N","建築",142150,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",104400,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",140800,0,2,"儲蓄計劃"
"N","建築",148600,0,2,"儲蓄計劃"
"N","建築",144100,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",106200,0,2,"儲蓄計劃"
"N","建築",112400,0,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",107850,0,2,"儲蓄計劃"
"N","建築",121550,0,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",146350,1,2,"儲蓄計劃"
"N","建築",112200,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",113250,0,2,"儲蓄計劃"
"N","建築",110350,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",145050,0,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",115350,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",138750,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",115000,1,2,"儲蓄計劃"
"N","建築",110100,1,2,"儲蓄計劃"
"N","建築",130800,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",117550,0,2,"儲蓄計劃"
"N","建築",143900,0,2,"儲蓄計劃"
"N","建築",127950,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",136450,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",140950,1,2,"儲蓄計劃"
"N","建築",134500,0,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",126350,1,2,"儲蓄計劃"
"N","建築",139200,0,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",142500,1,2,"儲蓄計劃"
"N","建築",114150,0,2,"儲蓄計劃"
"N","建築",129750,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",130050,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",130500,0,2,"儲蓄計劃"
"N","建築",143700,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",108950,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",129000,0,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",119800,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",115350,0,2,"儲蓄計劃"
"N","建築",133900,1,2,"儲蓄計劃"
"N","建築",119950,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",146300,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",145650,0,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",134700,1,2,"儲蓄計劃"
"N","建築",0,1,0,"儲蓄計劃"
"N","建築",137050,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
"N","建築",100900,1,2,"儲蓄計劃"
"N","建築",0,0,0,"儲蓄計劃"
